external_id;name;url_image;bio;producer_external_id;price
14177;Elixir De Safran;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5df55eae2a855f754bf5e82305938877;oui;680;4.69
14196;Melon;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/19402a8a8e103010b927ec406a31ff10;non;2815;6.55
14249;Jambon Sec Superieur;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/264d5ac91530f208fca070317ee980b2;non;2361;11.65
14251;Saucisse fraiche Porc au Grain Label Rouge;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/63ac78cb3dc9c2b1738709235a1a6f4b;non;2361;13.29
14272;Vinaigre au poivre Timut;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5b0f4687eb5ec8ebc7387752acd2a939;non;729;3.98
14274;reserve;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/169ded074d86b10c7446405a5cad50b9;non;729;4.62
14291;Pêches Pierre Blanche;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8b63fb94f4c0294141b3c48ce2dd3d09;non;2385;2.48
14300;Biere du Canigou Triple Blonde;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c9d181183688aaa8286eb27d0a5708b8;non;2429;12.20
14339;Sac 1kg MT Riz Triade IGP Camargue;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/a2b551321fb85acbfd33354405121028;non;671;4.80
14344;Alaryk India Pale Ale;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/4dc7932df63a467029f46c9e5b79656c;oui;2388;29.38
14407;Terrine BIO aux Champignons;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/92e3467d88e48c1c574a130aa79eb596;oui;2288;5.08
14513;YOGOURMAND Creme epaisse au lait de brebis;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/58f3d694b6b140e888ab75fd14b34c70;non;2519;6.90
14521;YOGOURMAND Yaourt a boire aux mangues;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/4933ab743610208370ca38e8f8733b0e;non;2519;6.45
14532;YOGOURMAND Yaourt au lait frais de brebis au citron;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/ceaf0334866ddc582614d21cb392fc7e;non;2519;12.82
14636;COCKTAIL DE LA RUCHE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b78daa9f6cd439a7348a9dbbcb565d55;non;2868;3.32
14657;MOUSSE NETTOYANTE DEMAQUILLANTE à l'Abricot du Roussillon et au Cédrat Certifiée BIO COSMOS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/26ed3bb91a11b054c2e9c6fb75d722e9;oui;2874;5.97
15201;Vinaigre de miel;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/3935a4836c59701a62e342eacb423217;non;2903;4.68
14677;CONTOUR DES YEUX ANTI CERNE ANTI POCHE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/adb183ea2df8a2a01401b776a558276d;oui;2874;12.53
14684;miel de framboisier;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/566a0f5e9ddeb335f9068bfe3fcc079a;oui;2875;4.91
14685;miel de Montagne;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/d7906bc1c311bfaae60781e43f0ab5ac;oui;2875;3.46
14779;Saucisson de Lacaune IGP;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/a38becfed78d39a0a2a1c21b222d20a1;non;2361;9.38
14785;Potiron ZR  écorcé en bol carton, ou sous vide;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8bc69845bcd2db955a03de8e257be0e8;oui;2291;4.60
14843;charcuterie traditionnelle catalane Maison GUASCH;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/fe542c7f81358c94f7f4729aae6594e3;non;574;11.77
14846;Saucisse Tradition Cargolade GUASCH;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/9af2f14895b579833257c4263eeda2a0;non;574;14.78
14939;Cathar'tinables;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/91d299531dc5a3835d399b94f40bfd2f;oui;2334;6.50
11680;Hydrolat Thym linalol;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/e547516255ef937b2a6fc515c82c5222;oui;1923;9.43
14943;Picholine noire;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5e53b9c424da1f04b96fe9f72935fdc7;non;740;3.47
14951;"Chairs d'escargots ""Au Naturel""";https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8e4b066483e1c784b9cdf719655d1440;non;2890;11.36
14976;Sauce Grilladin;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/ebaf1d5226dffe49ac8f1bcc3cd22b8b;non;2504;6.67
15049;Sel de Camargue 5 BAIES;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/d16ed8acdc5d7c526c0aaca09f688e49;non;785;5.83
15056;Sel de Camargue SPECIAL POISSONS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c7f90c875f3f612a8c3516e4df937449;non;785;6.42
15134;BESTIUT PUR MALT tourbé;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/2711bd152c1693bffb591d6c6f216706;non;2901;24.68
15136;BANDAREL DRY GIN;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/66ca017a462f8ca0df932cbdfb9b1fe1;non;2901;26.50
15138;GIN FEKS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/e3679bd129e211ed7cfeaf1b37e14cb2;non;2901;30.63
15159;Basse côte;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8b5661b93538822565f6b864dc8800c2;non;2898;15.86
15175;Collier de Boeuf a pot au feu;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/01f62dfb18845cafbc2565c2286f7e9e;non;2898;23.10
15176;Tournedos de Boeuf;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/120a3339c10257019ad89b1b2c7d4298;non;2898;23.96
15183;Plat de cotes de Boeuf;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/45e7c0f7771f729a0eca94ad5fb95e0f;non;2898;25.29
15189;Côte d'Agneau;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5062b94f1ddfc02f6d7b962edd5f283f;non;2898;15.61
15193;Tranche d'épaule d'Agneau;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/fbf64b24a033c7c38bef20d6049295eb;non;2898;18.08
15215;FROMAGE A PATE PRESSEE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/7fd7eb7f33b3c9ee393450bc59340189;non;2911;8.39
15236;Meduz Red & IPA;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/790389988eca27d3054ee5370606763f;non;962;25.31
15245;Abricot;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/279c39bdfec3703a60ee63999e36ef17;oui;2910;3.09
15249;La Blonde des AUCELS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/cd2ce68e5b7eb5856441b5d99fbf28dc;non;2916;24.79
15250;La Blanche des AUCELS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/15c60a7c4464539b49b03b62b29027f5;non;2916;29.95
15251;La Rousse des AUCELS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/1bbb8b457f84666c80ce511e5002e235;non;2916;20.42
15252;La Brune des AUCELS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/9cf4de86d7997c7e25e4104e38c1acfd;non;2916;21.80
15259;FOUACE DU TEIL;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/02036bb4200cc002660b1d32d72c9e35;non;2917;3.40
15260;CROQUANTS DU TEIL;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/637c32e65cce9842c1f498fc7d1d460c;non;2917;2.85
15287;EAU DE LA REINE eau minérale naturelle de montagne;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/241d24677ea326ec0579cd5b69f86909;non;2900;2.12
15382;Roti de porc Bleu-Blanc-Coeur;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/9cdab67646a54e4518dac1e1822987af;non;2507;17.78
15450;huitres;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/aa27ba8c1a35460849020b1b28025ea3;oui;2940;20.19
15452;Thon occitan;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8c3d5281fac16607e28842412c5ce242;non;2940;21.80
19739;Vinaigre de Raisin Muscat;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/fcb74dbf4df77861733d95b23ca0ec09;non;3354;7.75
15542;Saucisse a griller au poivron;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c5b6f86f0ee7323dffb0fe810b048cf2;non;624;16.29
15571;Yaourts au lait de brebis bio sur lit de mangue;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b0d928f354bbba0e681b82940a6779e5;oui;691;4.24
15593;SAUCISSE SECHE BIO LA LACAUNAISE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/f5ea6c59858068604c890858b15fbe15;oui;2446;18.65
15630;Chipolata à l'ancienne aux herbes de Provence;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/598270e8a16e78c0b2e2c9163e2bb9a5;non;2674;20.81
15637;Sirop de Sapin Bio Mon Bio Sapin*;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/083dece8286fb436f4d84d6054658b9f;oui;2951;2.36
15667;Alaryk Barrel Aged;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/0a6510d51b303c2a45a4753d695bba2e;oui;2388;19.31
15749;Boudin;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/d8c01b0946b912034281979e4071a2c2;non;2955;7.90
15751;Saucisse seche;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/ee1e4137908bd7c865d6e366b45aa528;non;2955;23.55
15815;Roll-On Essentiel SOS Imperfections;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/ebebfb19573acddc897a933649280a25;oui;2620;14.70
15826;Veronica Peduncularis;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/015b8ee07cdc8c8cd47befd421416113;non;2915;8.89
15829;Geranium Odorant;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/29fc7f2d41285f2f10332dbd0ba66490;non;2915;5.77
15843;Dracena;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/744beb3a790dffe2f096b136184cb33d;non;2915;7.91
15865;Fraise Clery;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/9e23dac76e3282e73381353581bd2b75;non;2527;3.60
15999;BRANDILHA-Farine de bise;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8cf33a460772bd3cd1d5160e1c241980;non;1189;4.03
4272;Gelée de Fleurs de Sureau au Safran 125gr;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c8b75d052a4c969a4ee1a7925a8fedeb;oui;707;2.02
16000;BRANDILHA;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/a79a914a9c2bb1adb562fd4c8a814fe7;non;1189;6.56
16021;La Cartagèna de Carlesmanhe;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/d03992621cf4fd02ef7511c0f1064a13;non;2908;14.85
16023;Tomme de chevre;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/2f00980ef40ffd971f8b08cb7c0e8ebd;oui;1908;10.86
16024;Jus de raisin Blanc;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/ac734867a69582cad04d7d8166816749;non;2908;2.83
16042;CRESTA-epinard betterave tomate;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/85618210fb3541f4f634253ec5af48e1;non;1189;4.04
16086;Aligot 270g;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/f3da56e04d84547b1e53b72143787183;non;2486;3.57
16092;"Haché de viande à la sauce tomate ""Bio""";https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/81a18373c5fe0c3c24482abc421b744c;oui;2163;7.92
16098;0,5 g de Safran Bio;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/f279a5ca7a62ddde7e0ae1feb9a1b315;oui;2988;3.28
16118;Cuisse fraîche de canard de Barbarie;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/877ee3a35681e5afcdbc8a5f704fa8f2;non;2993;8.36
16129;fromage le Bleu du Mazet;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5de3c0371879f075615a571d6c7cf478;non;2211;6.40
16141;Courgette cube;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/06e9268a74b122b26c23bd588da8a06d;oui;2996;4.78
16142;Wok du soleil;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/cca82f351268bb6e3c83ab7cdce52d84;oui;2996;6.86
16161;Poireau emince;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/dd177e22448044bceadd24b4518a5d45;oui;2996;9.18
16163;Navet cube;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/03584473e7cbcdf17299d82c5149437d;oui;2996;12.05
16170;Betterave au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/785769fde4d3928d9e4ad351a40a03cf;oui;2996;6.95
16175;Celeri rave au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/df044d7cc56e82df2205208ad5c74323;oui;2996;5.49
16188;Courgettes au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/6111d8c4559336d66a1d09685a6990e0;oui;2996;5.89
16189;Courgette ronde au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/f18b94ff2763802224098785759971e4;oui;2996;3.33
16190;Echalotte au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/1caa4774aadd516888f77cb314ad52cf;oui;2996;5.80
16202;Petits pois au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b4324bdb73a3e6b3794380a59ec5e64a;oui;2996;6.33
16207;Radis rose;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/cb4408f55641baca53386db6f8de36cd;oui;2996;2.27
18351;La Petite Midinette stout;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/80e1c50dbc5775bcefe7cef4d05a89a7;oui;1118;14.32
16209;Cassoulet au confit de canard;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/aa9b35abff9b7a00058c7135e3345a13;non;2993;10.50
16212;Jambonneau de canard;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/677c3926cf42d5e6bcae500af5ccd1ce;non;2993;25.90
16213;Lentilles du Savès aux manchons confits;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c88a4accc2a8e254be3e15c78b72cd08;non;2993;5.33
16215;Haricots cuisinés aux abattis de canard;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/01bcc02e48ff8430b9b74223aab39bcb;non;2993;14.35
16223;Framboise barquette;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/812b38ae624c6a6d7bbcf0c4a1f23d7e;oui;2996;4.49
16224;Groseille barquette;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/e26c54cf762bb1b0c77340336792c7b7;oui;2996;4.12
16230;Pomme en conversion vers l'AB au kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/3135445e6891ae9320491815b0483198;oui;2996;6.34
16325;Sablés aux graines de fenouil sauvages;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/3415d370bbf01a31f0785b39fc74526f;non;2339;4.64
16383;B12 BRUNE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c04a05ede4da45147cb72460a690fe33;non;2681;20.99
16385;B12 DE PRINTEMPS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/66a66062bbfa61ad415a281a3cfced64;non;2681;19.61
16386;B12 CHERIE;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/eed393deca385d8a227cd38a869e7e02;non;2681;27.68
16416;Terrine de porc aux herbes de Provence 180g;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/787d010a5414529648c3c8372bb2604f;non;2969;6.49
16440;Salaisons de canard de Barbarie;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/65b21b4b686a0e0ee596861e585f0ee8;non;2993;17.59
16588;Miel de thym;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/007496218283a9ef8ca99cb3be9fc597;non;3028;1.44
16596;Pâté de Foir Pur Porc;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/0851f78fabb13ca92b4fe954d9c6e32b;non;2389;10.29
16622;Whisky VILANOVA Terrocita;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/303a4babcca6187a36f1c4260008df09;non;3029;20.39
16623;Vin de noix;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/4876d9e7085b3fe8129d935367556c48;non;3029;12.28
16639;Lucques;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/18f9e75c992e2c8e9dc78fde49cef0e2;non;3030;4.88
16642;Picholine;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/7a2e9e6ef6beb9d6f62458a4905a7067;non;3030;6.86
16676;CARTHAGENA;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/df4ff5f38746c6249d2ebb984aa875d4;non;3034;12.47
16677;CUVEE DES PITCHOUS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/61d8eaffbe2d4d2ceafa9db658d13704;non;3034;1.03
16727;Riz étuvé;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/bb4dc40057cc6c1290740874eebcc630;non;1879;5.37
16729;Riz rouge;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/917dfab511ea9da62da816242aecf21a;non;1879;6.94
16799;courgettes;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/08233b91424835534837e53a8f50b0c9;non;3001;5.60
16801;radis;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/43286f7ed358929d43bfaff0fe037dc5;non;3001;2.80
16806;mesclun;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/f6010bf22886f485b486e882dfbe7278;non;3001;4.63
16860;Carré de Réglisse Vanillée Bio;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/13d971f3df6457436eda8fb5861578c6;oui;786;2.73
16862;Gomme d'acacia Réglisse au Miel Bio;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c95f1c88f1bfdb536a7ebb167498e594;oui;786;1.24
16863;Guimauve Tutti-Frutti Bio;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/6ac313c9bfbb97ee3c8aacc9eccafc77;oui;786;2.20
16866;Nougat Tendre aux Amandes;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/22eefc00b5bad4f6ac9f8d9d840b09d6;non;786;1.61
17399;CREME UNIVERSELLE HYDRATATION 24H BIO COSMOS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/299d95387b89649efd404775f2143071;oui;2874;13.82
16886;SAUTE DE BOEUF VBF TYPE V;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/7ff8e705874713bd2f3dbc1a0c52fac7;non;3042;21.76
16934;DELI'GERM AUX POIS JAUNES GERMÉS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/eeaeee6502c56cd579fbe6b56aa7074d;oui;2985;3.75
16958;CONFITURES ET GELEES DE FLEURS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/a298b752b74d0470bf962d9abdae4865;oui;3045;4.86
16960;Maison Aubert - L'Originale;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/dd19e9a851da992841a8ce5e6f06dcc5;oui;3048;4.25
16998;ROTI BOEUF S/V VBF TYPE V;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/303b4122da77c20bb5413e0ecca96fb7;non;3042;24.28
17470;colis de porc;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/7f44c1bc6c9031849a5b60c4f34bc217;oui;3111;8.09
17002;ESCALOPE VEAU FR*;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c3d62b62d547d655475b02967bd28968;non;3042;22.86
17009;DAUBE DE BOEUF POCHE EN 4 KG  SAVEUR OCC;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/5accd7ecbb838359b27f706eb8b329a7;non;3042;14.27
17028;Pâtes sèches au safran;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/26b43f1934a036f38b030fe50d985795;oui;2688;7.93
17029;Quinoa gourmand et ses légumes déshydratés au safran;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/cd8906f004abd5127c333b5c08902fa2;oui;2688;6.24
17031;Sirop de safran;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/4b7193d3218c292874c1a3b66792a9dd;oui;2688;2.83
17060;"Terrine ""bio"" de taureau Aubrac au thym";https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/c04481c910f8c950609723e10449d98d;oui;2163;4.45
2909;Huile d'olive PAYS;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/af7f7350b044a8b3c9ed786e00103abc;non;961;6.38
17062;"Terrine ""bio"" de taureau Aubrac aux piments des Cévennes";https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b4dff05d4467218ac815d1c3aafb8f9b;oui;2163;13.48
17065;"Terrine ""bio"" de taureau Aubrac aux olives noires";;oui;2163;7.09
17067;Saucisses Porc Aveyron à l'ancienne sous vide 700g;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/57cdf7c2cecc6f1d629faa41dce38cce;non;3056;24.29
17068;saucisses de toulouse 300 G VPF;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/250c0b0286bd0c25a798c58194fd59ed;non;3056;23.61
17108;Pomme HVE, type golden, entiere rangee cuite sous vide, 3Kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8f5ac520b04ebaeed94bfc520fb7e866;non;3059;3.98
17114;Pomme HVE en cube cuite sous vide, 1.5kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/838a059878d871ed372fd63a809dfcf5;non;3059;1.41
17121;Pomme Granny cube nature cuite sous vide 3kg;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/24c3a28e8662f5c29fa80790694434c8;non;3059;2.34
17140;PAIN D'EPICES AUX 3 AGRUMES;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/2a553e18d2ab1d38a6bba8fea43a1889;non;751;3.53
17143;BONBONS FOURRES AU MIEL;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b4657565e8c4aebc4e85462683c9c6bb;non;751;4.74
17202;Sorbet cotron Bio;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/43c933cb6f74ac03a0d0992f32171cfc;oui;656;1.97
17213;SAUCISSES DOREES CUITE PAR 16;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/8b562496119d2a2ee6b0468d5e5c3658;non;3056;22.96
17214;Saucisses cuites dorées x4;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/6dbf970ba6da5f828bb6d746278e64ad;non;3056;24.36
3004;Pelardon AOP;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/510ce4e4be5816cc0b604864a36ee77c;non;1423;13.65
17215;Chipolatas cuites dorées par 20;https://data.laregion.fr/api/v2/catalog/datasets/produits-sud-de-france/files/b78aae55052b2509d90c3d26907ec01d;non;3056;17.10
